timestamp,timestamp_sample,pub_timestamp,device_id,x,y,z,temperature,error_count,publisher_id,clip_counter[0],clip_counter[1],clip_counter[2],samples
1771685524120000,1771685524120000,1771685524120000,1310988,0.0005326322,-0.0015978967,0.0058589545,0.0,0,25,0,0,0,1
1771685524124000,1771685524124000,1771685524124000,1310988,-0.0127831735,-0.0127831735,0.007989483,0.0,0,25,0,0,0,1
1771685524128000,1771685524128000,1771685524128000,1310988,-0.004261058,-0.012250541,-0.0037284256,0.0,0,25,0,0,0,1
1771685524132000,1771685524132000,1771685524132000,1310988,0.0031957934,-0.002130529,-0.00958738,0.0,0,25,0,0,0,1
1771685524136000,1771685524136000,1771685524136000,1310988,-0.0005326322,0.010652645,-0.00479369,0.0,0,25,0,0,0,1
1771685524140000,1771685524140000,1771685524140000,1310988,-0.0026631611,0.017044231,-0.00479369,0.0,0,25,0,0,0,1
1771685524144000,1771685524144000,1771685524144000,1310988,-0.0037284256,-0.0031957934,0.002130529,0.0,0,25,0,0,0,1
1771685524148000,1771685524148000,1771685524148000,1310988,-0.0026631611,-0.015446335,-0.0010652645,0.0,0,25,0,0,0,1
1771685524152000,1771685524152000,1771685524152000,1310988,-0.0037284256,-0.014913702,-0.004261058,0.0,0,25,0,0,0,1
1771685524156000,1771685524156000,1771685524156000,1310988,-0.0058589545,-0.016511599,0.010652645,0.0,0,25,0,0,0,1
1771685524160000,1771685524160000,1771685524160000,1310988,0.002130529,-0.011185277,0.007989483,0.0,0,25,0,0,0,1
1771685524164000,1771685524164000,1771685524164000,1310988,0.0005326322,-0.0037284256,-0.002130529,0.0,0,25,0,0,0,1
1771685524168000,1771685524168000,1771685524168000,1310988,-0.0063915867,0.0037284256,0.002130529,0.0,0,25,0,0,0,1
1771685524172000,1771685524172000,1771685524172000,1310988,-0.0031957934,0.006924219,0.00479369,0.0,0,25,0,0,0,1
1771685524176000,1771685524176000,1771685524176000,1310988,-0.00479369,-0.009054748,0.0026631611,0.0,0,25,0,0,0,1
1771685524180000,1771685524180000,1771685524180000,1310988,-0.006924219,-0.010652645,0.002130529,0.0,0,25,0,0,0,1
